date,1. open,2. high,3. low,4. close,5. volume
2020-06-05 12:04:04-03:00,22.18,22.18,22.18,22.18,0.0
2020-06-05 12:02:00-03:00,22.17,22.19,22.16,22.19,130985.0
2020-06-05 12:01:00-03:00,22.14,22.18,22.14,22.17,279480.0
2020-06-05 12:00:00-03:00,22.16,22.17,22.13,22.15,155550.0
2020-06-05 11:59:00-03:00,22.1,22.16,22.1,22.16,420495.0
2020-06-05 11:58:00-03:00,22.09,22.12,22.09,22.11,117300.0
2020-06-05 11:57:00-03:00,22.07,22.1,22.06,22.1,81345.0
2020-06-05 11:56:00-03:00,22.08,22.09,22.06,22.07,130900.0
2020-06-05 11:55:00-03:00,22.1,22.11,22.08,22.08,136595.0
2020-06-05 11:54:00-03:00,22.13,22.14,22.1,22.1,71400.0
2020-06-05 11:53:00-03:00,22.11,22.13,22.1,22.13,65280.0
2020-06-05 11:52:00-03:00,22.08,22.11,22.07,22.1,154785.0
2020-06-05 11:51:00-03:00,22.07,22.09,22.06,22.07,77095.0
2020-06-05 11:50:00-03:00,22.08,22.08,22.06,22.06,189635.0
2020-06-05 11:49:00-03:00,22.1,22.12,22.07,22.08,453730.0
2020-06-05 11:48:00-03:00,22.12,22.12,22.1,22.11,137530.0
2020-06-05 11:47:00-03:00,22.13,22.15,22.11,22.11,314160.0
2020-06-05 11:46:00-03:00,22.12,22.14,22.12,22.12,118320.0
2020-06-05 11:45:00-03:00,22.14,22.14,22.12,22.12,158440.0
2020-06-05 11:44:00-03:00,22.15,22.16,22.13,22.13,59500.0
2020-06-05 11:43:00-03:00,22.17,22.18,22.15,22.15,69275.0
2020-06-05 11:42:00-03:00,22.17,22.18,22.16,22.17,88570.0
2020-06-05 11:41:00-03:00,22.16,22.18,22.15,22.17,55760.0
2020-06-05 11:40:00-03:00,22.16,22.19,22.14,22.16,127585.0
2020-06-05 11:39:00-03:00,22.15,22.19,22.15,22.16,222190.0
2020-06-05 11:38:00-03:00,22.15,22.16,22.13,22.15,76160.0
2020-06-05 11:37:00-03:00,22.12,22.17,22.12,22.14,96220.0
2020-06-05 11:36:00-03:00,22.16,22.17,22.12,22.12,110755.0
2020-06-05 11:35:00-03:00,22.14,22.17,22.14,22.15,32555.0
2020-06-05 11:34:00-03:00,22.14,22.16,22.12,22.14,148495.0
2020-06-05 11:33:00-03:00,22.16,22.18,22.13,22.14,238850.0
2020-06-05 11:32:00-03:00,22.17,22.17,22.15,22.16,51595.0
2020-06-05 11:31:00-03:00,22.17,22.19,22.16,22.17,68000.0
2020-06-05 11:30:00-03:00,22.19,22.19,22.16,22.17,99110.0
2020-06-05 11:29:00-03:00,22.19,22.22,22.18,22.19,85170.0
2020-06-05 11:28:00-03:00,22.18,22.2,22.17,22.18,38845.0
2020-06-05 11:27:00-03:00,22.2,22.21,22.17,22.18,171445.0
2020-06-05 11:26:00-03:00,22.19,22.23,22.17,22.21,108545.0
2020-06-05 11:25:00-03:00,22.18,22.22,22.18,22.2,107015.0
2020-06-05 11:24:00-03:00,22.16,22.19,22.15,22.18,212500.0
2020-06-05 11:23:00-03:00,22.18,22.18,22.15,22.15,72335.0
2020-06-05 11:22:00-03:00,22.18,22.19,22.15,22.18,1034620.0
2020-06-05 11:21:00-03:00,22.16,22.22,22.13,22.18,298690.0
2020-06-05 11:20:00-03:00,22.17,22.2,22.15,22.16,1180820.0
2020-06-05 11:19:00-03:00,22.2,22.22,22.15,22.18,173995.0
2020-06-05 11:18:00-03:00,22.2,22.24,22.19,22.2,210715.0
